feedback_id,store_id,region,date,rating,category,comment,resolved,channel
FB-00187,WC-0002,West Coast,2023-12-05,3,Staff Friendliness,Drink was okay but took longer than usual.,True,Google Review
FB-00401,M-0010,Mid-Atlantic,2023-12-05,3,Drink Quality,"Average visit, nothing special.",True,App
FB-00212,S-0005,Southeast,2023-12-06,3,Cleanliness,Store was a bit crowded.,True,Google Review
FB-00035,N-0003,Northeast,2023-12-09,4,Staff Friendliness,Good experience overall.,True,In-Store Kiosk
FB-00338,WC-0002,West Coast,2023-12-10,5,App Experience,Love the new seasonal menu.,True,In-Store Kiosk
FB-00289,M-0008,Mid-Atlantic,2023-12-10,3,App Experience,"Average visit, nothing special.",True,App
FB-00562,M-0002,Mid-Atlantic,2023-12-11,3,Cleanliness,"Barista seemed new, but got it right eventually.",True,Email Survey
FB-00370,S-0003,Southeast,2023-12-15,2,Food Quality,Wrong drink made twice.,False,Google Review
FB-00272,M-0009,Mountain,2023-12-15,3,Service Speed,Drink was okay but took longer than usual.,True,Email Survey
FB-00406,PN-0005,Pacific Northwest,2023-12-17,4,Service Speed,Usually consistent quality.,True,Google Review
FB-00421,WC-0009,West Coast,2023-12-19,5,Loyalty Rewards,Excellent service!,True,Email Survey
FB-00168,M-0004,Mountain,2023-12-19,4,Cleanliness,Mobile app worked great today.,True,App
FB-00372,M-0010,Mountain,2023-12-19,5,Drink Quality,Barista remembered my order.,True,In-Store Kiosk
FB-00009,M-0002,Midwest,2023-12-20,5,Food Quality,App order was ready early.,True,Email Survey
FB-00344,M-0001,Mid-Atlantic,2023-12-22,3,Food Quality,Drink was okay but took longer than usual.,True,App
FB-00006,S-0009,Southeast,2023-12-22,4,Food Quality,Usually consistent quality.,True,In-Store Kiosk
FB-00303,S-0001,Southwest,2023-12-24,4,Food Quality,Clean store and helpful staff.,True,Google Review
FB-00345,S-0001,Southeast,2023-12-24,3,Food Quality,Drink was okay but took longer than usual.,True,In-Store Kiosk
FB-00397,PN-0009,Pacific Northwest,2023-12-26,4,Service Speed,Usually consistent quality.,True,App
FB-00091,M-0002,Mountain,2023-12-29,4,Loyalty Rewards,Drink was good but had a short wait.,True,App
FB-00593,M-0010,Midwest,2023-12-29,4,Loyalty Rewards,Drink was good but had a short wait.,True,Google Review
FB-00076,M-0004,Mid-Atlantic,2023-12-31,3,Cleanliness,"Average visit, nothing special.",True,Email Survey
FB-00282,M-0008,Mountain,2023-12-31,2,App Experience,Out of my usual syrup again.,False,In-Store Kiosk
FB-00403,M-0007,Midwest,2024-01-02,2,Drink Quality,App charged me but order wasn't ready.,True,In-Store Kiosk
FB-00201,WC-0009,West Coast,2024-01-02,4,Service Speed,Drink was good but had a short wait.,True,In-Store Kiosk
FB-00024,M-0008,Mountain,2024-01-02,4,App Experience,Good experience overall.,True,App
FB-00518,M-0005,Mountain,2024-01-07,3,Loyalty Rewards,"Barista seemed new, but got it right eventually.",True,In-Store Kiosk
FB-00462,PN-0005,Pacific Northwest,2024-01-08,4,Cleanliness,Mobile app worked great today.,True,Google Review
FB-00067,S-0003,Southwest,2024-01-08,3,Drink Quality,"Barista seemed new, but got it right eventually.",True,App
FB-00387,M-0008,Mid-Atlantic,2024-01-09,3,App Experience,"Barista seemed new, but got it right eventually.",True,App
FB-00326,M-0007,Mountain,2024-01-09,4,Drink Quality,Mobile app worked great today.,True,In-Store Kiosk
FB-00459,WC-0009,West Coast,2024-01-09,4,Loyalty Rewards,Good experience overall.,True,Email Survey
FB-00237,S-0008,Southwest,2024-01-10,5,Food Quality,My drink was perfect.,True,Email Survey
FB-00144,PN-0007,Pacific Northwest,2024-01-11,3,Service Speed,Store was a bit crowded.,True,Google Review
FB-00379,M-0010,Mountain,2024-01-12,3,Cleanliness,"Barista seemed new, but got it right eventually.",True,Email Survey
FB-00140,N-0001,Northeast,2024-01-14,3,Service Speed,Store was a bit crowded.,True,Google Review
FB-00080,WC-0008,West Coast,2024-01-14,2,Drink Quality,Long wait with no update.,True,Email Survey
FB-00586,S-0004,Southwest,2024-01-15,4,Cleanliness,Clean store and helpful staff.,True,App
FB-00468,S-0001,Southwest,2024-01-17,3,Staff Friendliness,"Barista seemed new, but got it right eventually.",True,In-Store Kiosk
FB-00157,S-0004,Southeast,2024-01-17,3,Loyalty Rewards,"Average visit, nothing special.",True,App
FB-00033,M-0008,Mid-Atlantic,2024-01-20,5,Loyalty Rewards,Fastest drive-thru I've been to.,True,App
FB-00305,M-0002,Mid-Atlantic,2024-01-21,4,Staff Friendliness,Mobile app worked great today.,True,Google Review
FB-00224,S-0003,Southeast,2024-01-23,3,Loyalty Rewards,Store was a bit crowded.,True,Email Survey
FB-00094,M-0003,Mid-Atlantic,2024-01-24,5,Service Speed,My drink was perfect.,True,In-Store Kiosk
FB-00540,S-0008,Southwest,2024-01-27,1,Food Quality,Dirty tables and counters.,True,Google Review
FB-00198,M-0007,Midwest,2024-01-27,3,App Experience,Drink was okay but took longer than usual.,True,Google Review
FB-00483,M-0001,Mid-Atlantic,2024-01-28,4,Staff Friendliness,Mobile app worked great today.,True,In-Store Kiosk
FB-00242,M-0006,Mountain,2024-01-28,5,App Experience,Fastest drive-thru I've been to.,True,App
FB-00030,S-0009,Southeast,2024-01-28,2,Drink Quality,App charged me but order wasn't ready.,True,Google Review
FB-00538,S-0006,Southwest,2024-01-28,4,Staff Friendliness,Mobile app worked great today.,True,Email Survey
FB-00362,M-0002,Mid-Atlantic,2024-02-01,4,Staff Friendliness,Clean store and helpful staff.,True,In-Store Kiosk
FB-00193,M-0009,Midwest,2024-02-01,3,Drink Quality,"Average visit, nothing special.",True,Email Survey
FB-00135,M-0003,Mountain,2024-02-02,2,Service Speed,App charged me but order wasn't ready.,True,Email Survey
FB-00288,WC-0003,West Coast,2024-02-02,4,Cleanliness,Drink was good but had a short wait.,True,App
FB-00078,WC-0008,West Coast,2024-02-04,3,Drink Quality,Store was a bit crowded.,True,In-Store Kiosk
FB-00139,PN-0007,Pacific Northwest,2024-02-04,3,App Experience,Store was a bit crowded.,True,In-Store Kiosk
FB-00590,M-0004,Mountain,2024-02-06,3,Cleanliness,Store was a bit crowded.,True,App
FB-00463,M-0010,Midwest,2024-02-09,3,Staff Friendliness,Store was a bit crowded.,True,Google Review
FB-00102,N-0004,Northeast,2024-02-09,3,Loyalty Rewards,Store was a bit crowded.,True,App
FB-00350,M-0008,Mid-Atlantic,2024-02-12,3,Loyalty Rewards,Drink was okay but took longer than usual.,True,In-Store Kiosk
FB-00443,PN-0009,Pacific Northwest,2024-02-14,4,Cleanliness,Clean store and helpful staff.,True,App
FB-00488,M-0010,Mid-Atlantic,2024-02-15,5,Food Quality,Excellent service!,True,Google Review
FB-00521,S-0007,Southeast,2024-02-15,3,App Experience,"Average visit, nothing special.",True,App
FB-00467,S-0003,Southeast,2024-02-16,3,Loyalty Rewards,"Barista seemed new, but got it right eventually.",True,Google Review
FB-00306,PN-0007,Pacific Northwest,2024-02-17,3,Loyalty Rewards,"Barista seemed new, but got it right eventually.",True,Google Review
FB-00322,WC-0010,West Coast,2024-02-17,5,Cleanliness,Love the new seasonal menu.,True,App
FB-00026,WC-0005,West Coast,2024-02-18,3,Service Speed,Store was a bit crowded.,True,Email Survey
FB-00077,M-0007,Midwest,2024-02-18,3,Staff Friendliness,Store was a bit crowded.,True,App
FB-00016,M-0009,Midwest,2024-02-19,4,Staff Friendliness,Drink was good but had a short wait.,True,In-Store Kiosk
FB-00151,N-0008,Northeast,2024-02-22,3,Drink Quality,Drink was okay but took longer than usual.,True,App
FB-00373,S-0004,Southwest,2024-02-22,4,App Experience,Drink was good but had a short wait.,True,App
FB-00497,M-0003,Mid-Atlantic,2024-02-29,4,Service Speed,Clean store and helpful staff.,True,Email Survey
FB-00533,S-0006,Southeast,2024-03-02,3,Staff Friendliness,"Average visit, nothing special.",True,Email Survey
FB-00079,N-0010,Northeast,2024-03-02,4,Cleanliness,Usually consistent quality.,True,App
FB-00476,M-0009,Mountain,2024-03-07,4,Drink Quality,Clean store and helpful staff.,True,Email Survey
FB-00243,M-0001,Midwest,2024-03-07,3,Loyalty Rewards,Drink was okay but took longer than usual.,True,Google Review
FB-00553,M-0010,Mountain,2024-03-08,3,Staff Friendliness,Store was a bit crowded.,True,In-Store Kiosk
FB-00281,M-0009,Mountain,2024-03-08,4,Service Speed,Good experience overall.,True,Google Review
FB-00414,S-0003,Southeast,2024-03-10,3,Service Speed,Store was a bit crowded.,True,App
FB-00340,M-0007,Mid-Atlantic,2024-03-10,4,Service Speed,Drink was good but had a short wait.,True,Google Review
FB-00017,N-0003,Northeast,2024-03-10,3,Loyalty Rewards,Store was a bit crowded.,True,App
FB-00295,PN-0005,Pacific Northwest,2024-03-12,5,Service Speed,Barista remembered my order.,True,App
FB-00239,WC-0010,West Coast,2024-03-12,3,Drink Quality,Drink was okay but took longer than usual.,True,Email Survey
FB-00215,M-0008,Mid-Atlantic,2024-03-14,4,Cleanliness,Clean store and helpful staff.,True,Email Survey
FB-00351,M-0004,Mountain,2024-03-18,4,App Experience,Mobile app worked great today.,True,Email Survey
FB-00346,N-0010,Northeast,2024-03-19,4,Cleanliness,Drink was good but had a short wait.,True,Google Review
FB-00359,M-0003,Mid-Atlantic,2024-03-20,3,Staff Friendliness,"Barista seemed new, but got it right eventually.",True,Google Review
FB-00436,S-0008,Southwest,2024-03-21,2,Loyalty Rewards,App charged me but order wasn't ready.,False,App
FB-00417,PN-0002,Pacific Northwest,2024-03-22,4,Food Quality,Clean store and helpful staff.,True,App
FB-00229,M-0005,Midwest,2024-03-23,5,Staff Friendliness,Love the new seasonal menu.,True,Google Review
FB-00023,S-0004,Southeast,2024-03-24,4,Cleanliness,Mobile app worked great today.,True,In-Store Kiosk
FB-00245,N-0010,Northeast,2024-03-27,4,App Experience,Drink was good but had a short wait.,True,Email Survey
FB-00419,M-0007,Midwest,2024-03-27,4,Drink Quality,Good experience overall.,True,In-Store Kiosk
FB-00081,M-0005,Midwest,2024-03-28,2,Loyalty Rewards,Store was not clean.,True,Google Review
FB-00011,M-0002,Mountain,2024-03-28,3,Service Speed,Store was a bit crowded.,True,App
FB-00071,WC-0010,West Coast,2024-03-29,4,Cleanliness,Good experience overall.,True,In-Store Kiosk
FB-00213,WC-0004,West Coast,2024-03-30,3,Service Speed,"Average visit, nothing special.",True,Email Survey
FB-00336,S-0009,Southeast,2024-03-30,2,App Experience,Wrong drink made twice.,True,Email Survey
FB-00354,M-0007,Mountain,2024-03-30,4,App Experience,Mobile app worked great today.,True,App
FB-00394,N-0008,Northeast,2024-04-02,3,Drink Quality,"Barista seemed new, but got it right eventually.",True,In-Store Kiosk
FB-00587,M-0001,Mid-Atlantic,2024-04-04,5,Drink Quality,Staff was incredibly friendly and welcoming.,True,App
FB-00558,M-0007,Mountain,2024-04-05,3,App Experience,Store was a bit crowded.,True,Google Review
FB-00015,S-0008,Southwest,2024-04-05,4,Staff Friendliness,Good experience overall.,True,In-Store Kiosk
FB-00277,S-0008,Southeast,2024-04-06,4,App Experience,Usually consistent quality.,True,App
FB-00252,S-0005,Southeast,2024-04-08,4,App Experience,Drink was good but had a short wait.,True,In-Store Kiosk
FB-00227,N-0004,Northeast,2024-04-09,5,Loyalty Rewards,Fastest drive-thru I've been to.,True,In-Store Kiosk
FB-00458,M-0001,Mid-Atlantic,2024-04-12,3,Service Speed,"Barista seemed new, but got it right eventually.",True,In-Store Kiosk
FB-00050,S-0009,Southeast,2024-04-12,2,Service Speed,Wrong drink made twice.,True,Google Review
FB-00019,M-0008,Mountain,2024-04-15,3,Service Speed,"Barista seemed new, but got it right eventually.",True,Google Review
FB-00496,M-0010,Midwest,2024-04-17,5,Staff Friendliness,Staff was incredibly friendly and welcoming.,True,Email Survey
FB-00292,S-0003,Southwest,2024-04-18,3,Drink Quality,"Barista seemed new, but got it right eventually.",True,Google Review
FB-00161,N-0010,Northeast,2024-04-20,4,App Experience,Drink was good but had a short wait.,True,App
FB-00595,M-0007,Mid-Atlantic,2024-04-21,4,Cleanliness,Mobile app worked great today.,True,Google Review
FB-00425,M-0007,Mid-Atlantic,2024-04-22,5,Drink Quality,Love the new seasonal menu.,True,App
FB-00597,M-0007,Mid-Atlantic,2024-04-23,3,Staff Friendliness,"Average visit, nothing special.",True,Email Survey
FB-00377,PN-0004,Pacific Northwest,2024-04-25,4,Loyalty Rewards,Usually consistent quality.,True,App
FB-00238,M-0010,Mountain,2024-04-25,3,Cleanliness,Store was a bit crowded.,True,Google Review
FB-00298,M-0008,Mid-Atlantic,2024-04-25,2,Cleanliness,Wrong drink made twice.,False,Email Survey
FB-00008,WC-0007,West Coast,2024-04-27,5,Food Quality,Fastest drive-thru I've been to.,True,Google Review
FB-00570,M-0002,Mountain,2024-04-27,3,Loyalty Rewards,Drink was okay but took longer than usual.,True,Email Survey
FB-00410,M-0003,Mountain,2024-04-30,2,Drink Quality,Out of my usual syrup again.,True,Google Review
FB-00408,S-0002,Southeast,2024-05-03,3,Food Quality,Store was a bit crowded.,True,Email Survey
FB-00523,M-0001,Mid-Atlantic,2024-05-04,3,Food Quality,Drink was okay but took longer than usual.,True,App
FB-00508,S-0003,Southeast,2024-05-08,4,Loyalty Rewards,Usually consistent quality.,True,In-Store Kiosk
FB-00456,M-0007,Mid-Atlantic,2024-05-08,2,Drink Quality,Wrong drink made twice.,False,Email Survey
FB-00128,PN-0003,Pacific Northwest,2024-05-11,3,Food Quality,"Average visit, nothing special.",True,In-Store Kiosk
FB-00498,M-0004,Mountain,2024-05-14,4,App Experience,Mobile app worked great today.,True,App
FB-00249,WC-0006,West Coast,2024-05-19,4,Food Quality,Mobile app worked great today.,True,Google Review
FB-00511,S-0005,Southeast,2024-05-20,3,Loyalty Rewards,"Barista seemed new, but got it right eventually.",True,In-Store Kiosk
FB-00385,M-0007,Midwest,2024-05-21,3,Drink Quality,"Barista seemed new, but got it right eventually.",True,Google Review
FB-00472,M-0003,Mountain,2024-05-21,2,Cleanliness,Long wait with no update.,True,App
FB-00441,S-0009,Southwest,2024-05-21,4,App Experience,Mobile app worked great today.,True,App
FB-00534,S-0005,Southeast,2024-05-21,4,Staff Friendliness,Drink was good but had a short wait.,True,App
FB-00044,S-0008,Southwest,2024-05-22,4,Food Quality,Clean store and helpful staff.,True,Google Review
FB-00332,S-0003,Southwest,2024-05-22,4,Service Speed,Clean store and helpful staff.,True,In-Store Kiosk
FB-00225,M-0004,Mountain,2024-05-24,3,Service Speed,"Average visit, nothing special.",True,Email Survey
FB-00189,M-0003,Mountain,2024-05-25,3,App Experience,"Barista seemed new, but got it right eventually.",True,App
FB-00501,S-0001,Southwest,2024-05-26,4,Service Speed,Clean store and helpful staff.,True,Google Review
FB-00056,N-0003,Northeast,2024-05-29,4,Cleanliness,Usually consistent quality.,True,Email Survey
FB-00317,N-0001,Northeast,2024-05-31,4,Service Speed,Drink was good but had a short wait.,True,Google Review
FB-00447,M-0009,Mountain,2024-06-01,5,Service Speed,Excellent service!,True,App
FB-00002,S-0002,Southwest,2024-06-05,5,Cleanliness,Love the new seasonal menu.,True,In-Store Kiosk
FB-00478,M-0010,Mountain,2024-06-06,3,Cleanliness,"Average visit, nothing special.",True,In-Store Kiosk
FB-00129,M-0008,Mountain,2024-06-06,4,Staff Friendliness,Clean store and helpful staff.,True,Google Review
FB-00072,WC-0010,West Coast,2024-06-08,3,Cleanliness,"Barista seemed new, but got it right eventually.",True,In-Store Kiosk
FB-00181,S-0001,Southwest,2024-06-08,3,Staff Friendliness,Drink was okay but took longer than usual.,True,Google Review
FB-00545,M-0003,Mountain,2024-06-08,4,Food Quality,Drink was good but had a short wait.,True,Email Survey
FB-00576,S-0006,Southwest,2024-06-08,4,Staff Friendliness,Drink was good but had a short wait.,True,App
FB-00486,M-0003,Midwest,2024-06-09,4,Drink Quality,Usually consistent quality.,True,Google Review
FB-00092,S-0007,Southeast,2024-06-11,3,Food Quality,Drink was okay but took longer than usual.,True,Google Review
FB-00493,M-0006,Mountain,2024-06-13,3,Food Quality,"Average visit, nothing special.",True,App
FB-00256,S-0003,Southwest,2024-06-16,3,Cleanliness,Drink was okay but took longer than usual.,True,App
FB-00453,S-0007,Southeast,2024-06-19,2,Service Speed,App charged me but order wasn't ready.,False,App
FB-00269,N-0004,Northeast,2024-06-20,4,Food Quality,Mobile app worked great today.,True,App
FB-00489,PN-0008,Pacific Northwest,2024-06-22,4,App Experience,Mobile app worked great today.,True,Email Survey
FB-00365,S-0005,Southeast,2024-06-22,4,Cleanliness,Good experience overall.,True,App
FB-00279,M-0010,Mountain,2024-06-23,3,Food Quality,Drink was okay but took longer than usual.,True,Google Review
FB-00337,N-0003,Northeast,2024-06-23,4,Food Quality,Drink was good but had a short wait.,True,Email Survey
FB-00504,M-0010,Mid-Atlantic,2024-06-23,5,Staff Friendliness,Fastest drive-thru I've been to.,True,App
FB-00341,M-0003,Mountain,2024-06-30,4,Food Quality,Good experience overall.,True,App
FB-00110,S-0005,Southwest,2024-06-30,4,Loyalty Rewards,Good experience overall.,True,Email Survey
FB-00037,M-0003,Midwest,2024-06-30,2,App Experience,Long wait with no update.,True,Email Survey
FB-00364,PN-0002,Pacific Northwest,2024-07-01,4,App Experience,Clean store and helpful staff.,True,App
FB-00188,S-0006,Southeast,2024-07-01,2,Staff Friendliness,Store was not clean.,True,App
FB-00154,WC-0001,West Coast,2024-07-02,4,Staff Friendliness,Clean store and helpful staff.,True,Email Survey
FB-00446,WC-0002,West Coast,2024-07-03,3,Food Quality,Drink was okay but took longer than usual.,True,In-Store Kiosk
FB-00585,S-0002,Southwest,2024-07-04,5,Service Speed,App order was ready early.,True,In-Store Kiosk
FB-00089,S-0007,Southeast,2024-07-05,4,Drink Quality,Usually consistent quality.,True,Google Review
FB-00327,WC-0007,West Coast,2024-07-05,3,Staff Friendliness,Store was a bit crowded.,True,In-Store Kiosk
FB-00223,M-0002,Mid-Atlantic,2024-07-06,5,Staff Friendliness,Love the new seasonal menu.,True,In-Store Kiosk
FB-00480,N-0005,Northeast,2024-07-08,4,Drink Quality,Clean store and helpful staff.,True,In-Store Kiosk
FB-00380,N-0007,Northeast,2024-07-09,2,Cleanliness,Long wait with no update.,True,Email Survey
FB-00122,S-0004,Southeast,2024-07-10,3,Cleanliness,"Average visit, nothing special.",True,App
FB-00259,M-0005,Mountain,2024-07-10,4,Drink Quality,Drink was good but had a short wait.,True,In-Store Kiosk
FB-00173,WC-0001,West Coast,2024-07-11,4,Loyalty Rewards,Usually consistent quality.,True,In-Store Kiosk
FB-00111,N-0010,Northeast,2024-07-12,5,Loyalty Rewards,App order was ready early.,True,Email Survey
FB-00492,S-0005,Southeast,2024-07-13,3,Loyalty Rewards,"Barista seemed new, but got it right eventually.",True,Email Survey
FB-00329,M-0001,Midwest,2024-07-13,5,Cleanliness,App order was ready early.,True,App
FB-00218,PN-0008,Pacific Northwest,2024-07-14,3,Service Speed,"Barista seemed new, but got it right eventually.",True,App
FB-00360,WC-0001,West Coast,2024-07-16,3,Loyalty Rewards,Drink was okay but took longer than usual.,True,Email Survey
FB-00075,WC-0010,West Coast,2024-07-17,4,Food Quality,Usually consistent quality.,True,In-Store Kiosk
FB-00180,WC-0010,West Coast,2024-07-19,4,Service Speed,Drink was good but had a short wait.,True,Email Survey
FB-00126,M-0009,Midwest,2024-07-22,3,Loyalty Rewards,"Average visit, nothing special.",True,Email Survey
FB-00169,S-0008,Southwest,2024-07-25,3,App Experience,"Average visit, nothing special.",True,In-Store Kiosk
FB-00551,PN-0003,Pacific Northwest,2024-07-26,4,Food Quality,Mobile app worked great today.,True,Email Survey
FB-00479,M-0009,Mountain,2024-07-26,3,Loyalty Rewards,Drink was okay but took longer than usual.,True,App
FB-00575,S-0007,Southwest,2024-07-26,3,Loyalty Rewards,"Average visit, nothing special.",True,Google Review
FB-00293,M-0010,Mountain,2024-07-27,3,Loyalty Rewards,Drink was okay but took longer than usual.,True,Email Survey
FB-00116,M-0009,Midwest,2024-07-29,2,Loyalty Rewards,App charged me but order wasn't ready.,True,App
FB-00519,WC-0001,West Coast,2024-07-29,3,Food Quality,Drink was okay but took longer than usual.,True,App
FB-00565,WC-0005,West Coast,2024-07-30,5,Food Quality,App order was ready early.,True,In-Store Kiosk
FB-00437,PN-0003,Pacific Northwest,2024-08-01,4,App Experience,Clean store and helpful staff.,True,Google Review
FB-00003,N-0003,Northeast,2024-08-01,4,Loyalty Rewards,Good experience overall.,True,Email Survey
FB-00454,S-0009,Southwest,2024-08-01,2,Food Quality,Wrong drink made twice.,True,Google Review
FB-00060,PN-0010,Pacific Northwest,2024-08-02,4,Drink Quality,Good experience overall.,True,App
FB-00121,N-0008,Northeast,2024-08-02,3,Food Quality,"Average visit, nothing special.",True,Google Review
FB-00435,S-0007,Southwest,2024-08-03,3,Service Speed,Store was a bit crowded.,True,Google Review
FB-00264,M-0005,Mountain,2024-08-04,3,Food Quality,"Average visit, nothing special.",True,App
FB-00031,S-0002,Southwest,2024-08-04,4,App Experience,Usually consistent quality.,True,Google Review
FB-00542,M-0002,Mountain,2024-08-05,3,Staff Friendliness,"Average visit, nothing special.",True,App
FB-00541,M-0003,Midwest,2024-08-06,4,Staff Friendliness,Drink was good but had a short wait.,True,In-Store Kiosk
FB-00232,M-0006,Mountain,2024-08-06,3,Service Speed,Store was a bit crowded.,True,In-Store Kiosk
FB-00513,M-0004,Mountain,2024-08-08,5,App Experience,Fastest drive-thru I've been to.,True,Email Survey
FB-00318,PN-0009,Pacific Northwest,2024-08-08,4,Food Quality,Drink was good but had a short wait.,True,Email Survey
FB-00132,M-0002,Mountain,2024-08-14,2,Staff Friendliness,Long wait with no update.,False,In-Store Kiosk
FB-00578,M-0009,Mid-Atlantic,2024-08-14,4,Cleanliness,Mobile app worked great today.,True,Email Survey
FB-00287,S-0004,Southwest,2024-08-15,4,Food Quality,Mobile app worked great today.,True,In-Store Kiosk
FB-00209,N-0008,Northeast,2024-08-16,5,App Experience,Staff was incredibly friendly and welcoming.,True,In-Store Kiosk
FB-00357,M-0005,Mid-Atlantic,2024-08-17,4,App Experience,Drink was good but had a short wait.,True,Email Survey
FB-00490,M-0005,Mid-Atlantic,2024-08-18,3,App Experience,"Barista seemed new, but got it right eventually.",True,App
FB-00032,PN-0006,Pacific Northwest,2024-08-19,3,Loyalty Rewards,Drink was okay but took longer than usual.,True,In-Store Kiosk
FB-00461,S-0002,Southeast,2024-08-21,2,Loyalty Rewards,Wrong drink made twice.,True,Email Survey
FB-00556,N-0010,Northeast,2024-08-25,1,Staff Friendliness,Drink was completely wrong.,False,Google Review
FB-00369,N-0003,Northeast,2024-08-26,5,Drink Quality,Excellent service!,True,App
FB-00363,S-0003,Southeast,2024-08-27,4,Loyalty Rewards,Usually consistent quality.,True,Google Review
FB-00353,M-0003,Mountain,2024-08-29,3,Drink Quality,Drink was okay but took longer than usual.,True,Google Review
FB-00539,M-0010,Midwest,2024-08-30,4,Drink Quality,Good experience overall.,True,In-Store Kiosk
FB-00367,WC-0005,West Coast,2024-08-31,2,Food Quality,Long wait with no update.,True,Google Review
FB-00171,S-0007,Southwest,2024-09-02,3,App Experience,"Average visit, nothing special.",True,Email Survey
FB-00400,M-0008,Midwest,2024-09-02,4,Staff Friendliness,Drink was good but had a short wait.,True,In-Store Kiosk
FB-00584,M-0009,Mountain,2024-09-04,5,Cleanliness,App order was ready early.,True,In-Store Kiosk
FB-00319,M-0006,Mid-Atlantic,2024-09-04,4,Cleanliness,Mobile app worked great today.,True,In-Store Kiosk
FB-00263,WC-0007,West Coast,2024-09-05,2,Drink Quality,Wrong drink made twice.,True,Email Survey
FB-00455,S-0007,Southwest,2024-09-06,3,Service Speed,"Barista seemed new, but got it right eventually.",True,Email Survey
FB-00506,M-0003,Mid-Atlantic,2024-09-07,4,Staff Friendliness,Usually consistent quality.,True,Email Survey
FB-00174,N-0007,Northeast,2024-09-09,4,Cleanliness,Mobile app worked great today.,True,App
FB-00300,S-0001,Southwest,2024-09-09,3,Service Speed,"Average visit, nothing special.",True,Google Review
FB-00416,S-0002,Southwest,2024-09-09,2,Loyalty Rewards,App charged me but order wasn't ready.,False,In-Store Kiosk
FB-00194,N-0003,Northeast,2024-09-11,2,Cleanliness,App charged me but order wasn't ready.,False,App
FB-00431,S-0008,Southeast,2024-09-11,4,Drink Quality,Clean store and helpful staff.,True,Email Survey
FB-00261,M-0009,Midwest,2024-09-11,5,Cleanliness,My drink was perfect.,True,App
FB-00348,M-0007,Midwest,2024-09-12,4,Drink Quality,Clean store and helpful staff.,True,Google Review
FB-00307,WC-0001,West Coast,2024-09-13,5,App Experience,App order was ready early.,True,Google Review
FB-00090,S-0010,Southwest,2024-09-15,4,Loyalty Rewards,Mobile app worked great today.,True,App
FB-00548,M-0007,Mountain,2024-09-18,2,Staff Friendliness,Wrong drink made twice.,True,Email Survey
FB-00182,M-0010,Mountain,2024-09-20,5,Drink Quality,App order was ready early.,True,Google Review
FB-00025,M-0008,Mid-Atlantic,2024-09-21,4,Service Speed,Usually consistent quality.,True,In-Store Kiosk
FB-00428,S-0007,Southwest,2024-09-21,3,Staff Friendliness,Drink was okay but took longer than usual.,True,App
FB-00304,M-0002,Mid-Atlantic,2024-09-25,3,Loyalty Rewards,"Barista seemed new, but got it right eventually.",True,App
FB-00434,M-0004,Mid-Atlantic,2024-09-25,5,Drink Quality,Barista remembered my order.,True,App
FB-00104,M-0002,Mid-Atlantic,2024-09-27,3,Cleanliness,"Barista seemed new, but got it right eventually.",True,App
FB-00163,WC-0002,West Coast,2024-09-28,5,Staff Friendliness,Staff was incredibly friendly and welcoming.,True,Email Survey
FB-00522,S-0004,Southwest,2024-09-28,5,Cleanliness,Barista remembered my order.,True,Google Review
FB-00407,N-0010,Northeast,2024-10-02,3,Service Speed,Drink was okay but took longer than usual.,True,Email Survey
FB-00220,M-0008,Mountain,2024-10-03,5,App Experience,App order was ready early.,True,Google Review
FB-00010,WC-0002,West Coast,2024-10-04,4,Cleanliness,Usually consistent quality.,True,App
FB-00166,M-0005,Mid-Atlantic,2024-10-05,4,Drink Quality,Mobile app worked great today.,True,App
FB-00221,N-0007,Northeast,2024-10-06,4,Loyalty Rewards,Clean store and helpful staff.,True,Google Review
FB-00049,M-0003,Mountain,2024-10-08,4,Service Speed,Good experience overall.,True,Google Review
FB-00552,WC-0008,West Coast,2024-10-08,3,Loyalty Rewards,"Average visit, nothing special.",True,In-Store Kiosk
FB-00083,M-0003,Mountain,2024-10-11,3,Loyalty Rewards,Store was a bit crowded.,True,In-Store Kiosk
FB-00273,S-0009,Southwest,2024-10-11,4,Food Quality,Good experience overall.,True,Email Survey
FB-00395,PN-0005,Pacific Northwest,2024-10-12,4,Loyalty Rewards,Usually consistent quality.,True,App
FB-00074,M-0008,Mountain,2024-10-13,3,Food Quality,"Barista seemed new, but got it right eventually.",True,In-Store Kiosk
FB-00520,M-0008,Mid-Atlantic,2024-10-13,5,Loyalty Rewards,Barista remembered my order.,True,Email Survey
FB-00131,S-0001,Southeast,2024-10-14,3,Cleanliness,Store was a bit crowded.,True,App
FB-00270,WC-0005,West Coast,2024-10-15,3,Service Speed,"Average visit, nothing special.",True,Email Survey
FB-00294,PN-0002,Pacific Northwest,2024-10-15,2,Staff Friendliness,Wrong drink made twice.,False,In-Store Kiosk
FB-00149,N-0001,Northeast,2024-10-15,3,Loyalty Rewards,"Barista seemed new, but got it right eventually.",True,Google Review
FB-00442,S-0005,Southwest,2024-10-15,4,Staff Friendliness,Good experience overall.,True,In-Store Kiosk
FB-00297,M-0001,Midwest,2024-10-16,4,Cleanliness,Drink was good but had a short wait.,True,In-Store Kiosk
FB-00368,M-0006,Mid-Atlantic,2024-10-16,3,Cleanliness,"Average visit, nothing special.",True,In-Store Kiosk
